1642929698,-7181,-2325,3493,-42,-5674,19428
1642929699,-6985,-1959,3475,60,-5488,21084
1642929700,-6894,-2236,3306,141,-5509,19341
1642929701,-6755,-2270,3406,341,-5728,13408
1642929702,-6632,-2148,3425,331,-5678,11545
1642929703,-6458,-2175,3440,318,-5288,19392
1642929704,-6132,-2385,2871,684,-5273,23400
1642929705,-5277,-2563,1938,608,-5705,23325
1642929706,-4034,-2628,2050,653,-5655,21463
1642929707,-3257,-2854,1812,680,-5696,27293
1642929708,-2214,-2884,1577,508,-5834,23104
1642929709,-1431,-3048,1770,356,-5919,27211
1642929710,-845,-2810,2265,232,-6237,25248
1642929711,-752,-2701,3221,180,-6072,25345
1642929712,-647,-2687,3108,180,-5423,21701
1642929713,-700,-2716,3114,-1,-4561,15501
1642929714,-619,-2595,3010,-23,-3882,25365
1642929715,-776,-2711,3160,-7,-4004,17444
1642929716,-575,-2753,3045,-69,-4664,21366
1642929717,-624,-2670,3116,11,-4567,21420
1642929718,-688,-2645,3060,106,-4670,17470
1642929719,-648,-2647,2981,1,-4429,25369
1642929720,-613,-2785,3024,87,-4460,17549
1642929721,-623,-2717,3022,-25,-4691,23383
1642929722,-659,-2693,3117,-31,-4538,29292
1642929723,-605,-2803,3101,62,-4547,21393
1642929724,-572,-2655,2982,11,-4551,23410
1642929725,-651,-2703,3089,75,-4480,27337
1642929726,-636,-2725,2963,-23,-4594,27345
1642929727,-630,-2698,3134,15,-4687,23327
1642929728,-655,-2726,3156,75,-4487,25680
1642929729,-627,-2648,3013,-13,-4540,21420
1642929730,-644,-2679,3128,-15,-4489,23404
1642929731,-587,-2707,2955,42,-4627,25347
1642929732,-714,-2756,2889,-21,-4503,29341
1642929733,-578,-2706,3103,-21,-4514,21405
1642929734,-642,-2734,3137,-9,-4520,19461
1642929735,-641,-2700,3112,24,-4506,25607
1642929736,-688,-2867,2942,1,-4563,29226
1642929737,-599,-2631,3208,-82,-4550,16944
1642929738,-539,-2693,3183,92,-4609,14110
1642929739,-592,-2626,3079,21,-4487,23433
1642929740,-704,-2666,3035,-5,-4666,15493
1642929741,-550,-2659,2972,-64,-4466,23443
1642929742,-786,-2745,3001,-102,-4610,25108
1642929743,-1734,-2621,3155,-73,-4980,29306
1642929744,-1795,-2811,3377,-26,-5442,23068
1642929745,-1863,-2724,3205,-42,-5564,27300
1642929746,-1363,-2638,3053,75,-5632,23290
1642929747,-676,-2273,2930,174,-5990,21064
1642929748,-93,-2172,2876,442,-5825,19459
1642929749,318,-2135,3104,422,-5680,11651
1642929750,295,-2227,2863,385,-5413,21756
1642929751,125,-2244,2860,413,-5407,13616
1642929752,135,-2223,2985,370,-5469,17489
1642929753,-214,-2387,2979,116,-5343,21463
1642929754,-509,-2274,2938,172,-5257,19469
1642929755,-562,-2417,3072,148,-5126,21088
1642929756,-607,-2703,3101,102,-5034,31210
1642929757,-666,-2735,3005,74,-4956,15036
1642929758,-675,-2654,3114,128,-5137,23398
1642929759,-566,-2642,3032,-5,-4898,19430
1642929760,-607,-2719,3057,70,-5010,23050
1642929761,-645,-2695,3063,44,-4898,19393
1642929762,-678,-2676,3024,8,-4368,19046
1642929763,-637,-2683,3121,36,-4829,23356
1642929764,-588,-2588,3199,180,-5249,27314
1642929765,-646,-2747,2981,-188,-3165,11651
1642929766,-616,-2679,3099,-151,-3207,13606
1642929767,-644,-2739,3014,-150,-3222,13046
1642929768,-690,-2715,3255,-100,-3203,19456
1642929769,-612,-2720,3085,-147,-3194,13604
1642929770,-684,-2739,3016,-128,-3196,13618
1642929771,-651,-2758,3279,-112,-3213,15517
1642929772,-669,-2778,2819,-154,-3240,15020
1642929773,-610,-2733,2935,-112,-3196,19467
1642929774,-659,-2786,3068,-180,-3203,13649
1642929775,-564,-2697,3140,-192,-3248,15548
1642929776,-600,-2718,3282,-205,-3227,21564
1642929777,-623,-2692,3139,-98,-3205,15544
1642929778,-659,-2694,3046,-143,-3227,15575
1642929779,-672,-2698,3098,-116,-3178,19479
1642929780,-569,-2771,3072,-145,-3209,-4150
1642929781,-666,-2760,3154,-164,-3196,17638
1642929782,-615,-2719,3078,-194,-3282,17098
1642929783,-646,-2730,3068,-143,-3291,11628
1642929784,-632,-2721,3069,-153,-2945,19467
1642929785,-629,-2586,3147,-616,-1000,7778
1642929786,-531,-2680,3061,-777,21,5781
1642929787,-656,-2700,3039,-750,-87,5769
1642929788,-679,-2774,3134,-596,-524,11056
1642929789,-583,-2697,3124,-707,-263,-8000
1642929790,-654,-2688,3149,-692,-151,11682
1642929791,-717,-2771,3044,-702,-68,7006
1642929792,-591,-2727,3144,-777,-5,17601
1642929793,-574,-2776,2913,-738,91,13632
1642929794,-686,-2719,3141,-746,95,15635
1642929795,-649,-2685,2974,-808,13,3838
1642929796,-609,-2687,3206,-750,178,17601
1642929797,-622,-2642,3169,-682,-1,3686
1642929798,-562,-2935,2980,-868,-131,15616
1642929799,-619,-3353,3263,-314,-1857,25241
1642929800,-77,-3501,3201,-44,-3010,23060
1642929801,-249,-3274,3102,-71,-3159,29133
1642929802,-439,-3264,3071,-93,-3221,25247
1642929803,-1259,-3385,3346,-260,-3194,26994
1642929804,-1183,-3493,3317,-366,-3353,25237
1642929805,-1231,-2731,3113,-312,-3608,13022
1642929806,-816,-1972,3034,-170,-3611,1987
1642929807,-811,-2180,2901,-130,-3652,10864
1642929808,-583,-2706,3058,-114,-3376,15606
1642929809,-606,-2750,3198,-130,-3430,10896
1642929810,-506,-2645,3142,-52,-3424,19506
1642929811,-718,-2792,3021,-148,-3496,10956
1642929812,-638,-2653,3036,-122,-3655,11646
1642929813,-557,-2832,2889,-87,-3620,17435
1642929814,-410,-2669,3020,-98,-3550,8962
1642929815,-647,-2717,3099,-19,-3618,13542
1642929816,-609,-2687,2793,-106,-3566,17518
1642929817,-627,-2781,3247,-192,-3754,19010
1642929818,-667,-2635,2981,-147,-3667,11599
1642929819,-655,-2806,3161,-146,-3908,18930
1642929820,-596,-2628,3107,-1,-3975,9598
1642929821,-658,-1866,2832,-10,-3944,-3108
1642929822,-611,-1801,3068,-149,-4049,-1945
1642929823,-714,-1981,2792,-71,-3892,69
1642929824,-521,-2542,3027,-92,-4326,17058
1642929825,-548,-2715,3030,10,-4428,21062
1642929826,-707,-2786,2961,-32,-4596,21453
1642929827,-518,-2710,3126,-1,-4743,21408
1642929828,-729,-2699,2969,2,-4736,14980
1642929829,-1460,-2691,3067,-168,-4801,17495
1642929830,-2218,-2726,3210,-502,-5110,23084
1642929831,-1561,-2663,3229,-349,-4968,17536
1642929832,-843,-2757,2956,-92,-4978,17044
1642929833,-822,-2654,3118,11,-5088,23416
1642929834,-544,-2718,3070,48,-4870,25172
1642929835,-740,-2777,3056,159,-5048,29341
1642929836,-546,-2696,3092,-24,-4994,23102
1642929837,-614,-2758,3062,48,-4613,19465
1642929838,-491,-2753,3185,77,-4827,27333
1642929839,308,-2801,2712,232,-5352,13006
1642929840,693,-2776,3049,221,-4807,25330
1642929841,434,-2798,2997,130,-4972,17090
1642929842,-101,-2697,3104,116,-4737,15555
1642929843,-553,-2711,3068,69,-4889,23381
1642929844,-645,-2746,3141,-8,-4976,23096
1642929845,-645,-2655,3066,110,-5290,25336
1642929846,-623,-2669,3051,-21,-5123,23356
1642929847,-581,-2688,3069,-58,-4690,17012
1642929848,-711,-2713,2910,-1,-4881,25326
1642929849,-606,-2707,2960,-38,-4680,23114
1642929850,-603,-2724,3099,-56,-4299,11578
1642929851,-637,-2720,3128,-69,-4549,21374
1642929852,-582,-2771,3226,124,-5492,21048
1642929853,-683,-2684,2980,-135,-3341,11653
1642929854,-590,-2762,2916,-306,-3096,15084
1642929855,-625,-2659,3372,-333,-3052,7771
1642929856,-654,-2798,2873,-184,-3118,17068
1642929857,-623,-2693,3143,-287,-3066,13630
1642929858,-679,-2735,3078,-294,-3108,13608
1642929859,-572,-2691,3206,-306,-3190,23122
1642929860,-674,-2813,2964,-186,-3077,17506
1642929861,-662,-2702,3080,-182,-3075,15608
1642929862,-595,-2756,3079,-194,-3112,15022
1642929863,-642,-2695,3088,-168,-2951,11655
1642929864,-592,-2767,2976,-195,-3000,21472
1642929865,-605,-2700,3090,-200,-3090,12960
1642929866,-678,-2742,3017,-236,-3106,17545
1642929867,-675,-2746,3094,-263,-3072,17510
1642929868,-623,-2766,3047,-256,-3056,792
1642929869,-515,-2699,3062,-226,-3068,19560
1642929870,-638,-2740,3036,-262,-3108,6904
1642929871,-689,-2686,3061,-341,-3083,13591
1642929872,-613,-2654,3097,-434,-2486,19566
1642929873,-660,-2595,3083,-712,-488,9010
1642929874,-563,-2715,3115,-849,248,-2143
1642929875,-714,-2735,3078,-725,65,11706
1642929876,-702,-2724,2984,-717,-343,7738
1642929877,-577,-2749,3187,-727,-184,17594
1642929878,-540,-2729,3010,-750,-170,15610
1642929879,-584,-2663,3130,-820,-114,13655
1642929880,-575,-2677,3013,-756,-98,11675
1642929881,-655,-2657,3198,-786,-98,4904
1642929882,-627,-2696,3146,-696,-69,13668
1642929883,-605,-2763,3068,-795,48,9712
1642929884,-685,-2906,3351,-723,-98,11651
1642929885,-586,-2644,2964,-802,-384,9726
1642929886,-633,-2624,2918,-709,-153,3832
1642929887,-617,-2704,3218,-649,-395,11717
1642929888,-642,-2939,3036,-430,-2292,25178
1642929889,-592,-3326,3171,-223,-3019,23373
1642929890,-648,-3456,3241,-250,-3120,25058
1642929891,-731,-3310,3224,-232,-3209,31156
1642929892,-718,-3275,3235,-265,-3118,19436
1642929893,-567,-3323,3460,-268,-3316,33164
1642929894,-651,-3337,3172,-226,-3407,23270
1642929895,-686,-3352,3167,-290,-3582,21207
1642929896,-652,-2738,3282,-274,-3572,21108
1642929897,-607,-2776,3021,-211,-3485,23435
1642929898,-703,-2707,3164,-250,-3380,17092
1642929899,-620,-2721,3147,-151,-3562,23464
1642929900,-679,-2774,3191,-155,-3642,11659
1642929901,-685,-2718,2951,-112,-3543,17568
1642929902,-738,-2835,3114,-98,-4004,10928
1642929903,-515,-2768,3212,-48,-4272,19510
1642929904,-609,-2613,3095,-72,-4302,14972
1642929905,-689,-2857,3205,-15,-4198,15546
1642929906,-696,-2699,3026,-38,-4140,11644
1642929907,-559,-2747,3132,-28,-4316,12888
1642929908,-578,-2702,3196,7,-4115,27306
1642929909,-581,-2762,2831,-126,-3122,25230
1642929910,-532,-2745,3272,-281,-3068,7687
1642929911,-618,-2679,3049,-149,-3626,9632
1642929912,-582,-2557,3189,-48,-3832,12986
1642929913,-635,-2041,2491,36,-3871,-44
1642929914,607,-2499,-549,-114,-3748,-9068
1642929915,2672,-2504,-930,-345,-3748,-1900
1642929916,4309,-2102,1163,-302,-3670,1086
1642929917,4744,-1615,2918,-244,-3477,-13659
1642929918,3706,-1724,6242,-296,-3292,-1100
1642929919,1860,-2071,6273,-174,-3440,9528
1642929920,-241,-1743,6534,-112,-3076,820
1642929921,-2192,-2052,6726,-155,-3011,15610
1642929922,-4644,-1947,5978,-278,-3016,-1144
1642929923,-5833,-2163,4657,-114,-2880,15404
1642929924,-5922,-2595,2422,-168,-2454,6984
1642929925,-5049,-3125,-193,-432,-2358,3799
1642929926,-2977,-3280,211,-224,-3082,8908
1642929927,-1033,-2972,865,-389,-3106,7806
1642929928,-566,-2734,3253,-271,-3004,11622
1642929929,-717,-2762,3024,-254,-3052,12976
1642929930,-571,-2763,2988,-224,-3039,9735
1642929931,-617,-2699,3407,-246,-3106,21132
1642929932,-21,-2934,1177,-102,-3033,15491
1642929933,1724,-3267,460,-149,-3072,9749
1642929934,3462,-2661,2767,116,-2870,13036
1642929935,2415,-2442,4737,-133,-3006,9664
1642929936,616,-2012,6152,-148,-2920,16976
1642929937,-532,-2753,3218,-128,-2986,11748
1642929938,-672,-2801,3068,-214,-3234,10858
1642929939,-572,-2697,3034,-155,-3196,15575
1642929940,-689,-2658,3335,-188,-3302,7662
1642929941,-1350,-2306,4451,-392,-3442,-1218
1642929942,-3055,-2067,6100,-198,-3460,6906
1642929943,-5005,-2384,6002,-347,-3923,29236
1642929944,-6479,-3137,4181,-222,-4270,28686
1642929945,-6687,-2524,3181,-85,-4538,9642
1642929946,-6406,-2328,3143,-234,-4636,2970
1642929947,-6157,-2317,3229,292,-4633,1613
1642929948,-5779,-2585,2805,308,-4398,10904
1642929949,-4987,-2952,887,323,-5061,9464
1642929950,-3327,-3030,836,294,-5062,14876
1642929951,-1871,-2507,455,182,-5191,9712
1642929952,-525,-2108,1242,90,-4946,968
1642929953,640,-2251,1804,-93,-4233,5851
1642929954,1479,-2196,1743,-294,-3600,1016
1642929955,2644,-2166,1956,-364,-3167,3826
1642929956,3200,-2480,2247,-401,-3122,9726
1642929957,3516,-2576,2957,-604,-3070,15004
1642929958,3543,-2470,3342,-428,-3170,11479
1642929959,3523,-2608,2979,-470,-3070,6896
1642929960,3182,-2553,2778,-672,-3147,13581
1642929961,3174,-2641,2931,-732,-3332,15080
1642929962,2827,-2486,3432,-738,-3260,17491
1642929963,2566,-2428,3856,-696,-3194,10900
1642929964,2006,-2734,4147,-657,-2901,21430
1642929965,1257,-2959,4344,-530,-2872,17056
1642929966,574,-3140,4327,-461,-3091,23470
1642929967,-237,-2959,4065,-210,-3224,29116
1642929968,-313,-2344,3475,-141,-3106,13564
1642929969,-573,-2835,3046,-27,-2945,9687
1642929970,-2237,-2813,3001,-518,-3378,10966
1642929971,-2830,-2954,2683,-523,-4831,17598
1642929972,-2476,-2645,2976,-392,-4916,29222
1642929973,-2535,-2327,3098,-268,-4410,19062
1642929974,-2314,-2866,3050,-389,-4503,21535
1642929975,-1665,-2765,3303,-6,-4786,23054
1642929976,-454,-2872,3168,-139,-4949,15532
1642929977,-741,-2696,3259,-11,-4439,27236
1642929978,-682,-2771,3157,78,-4564,14952
1642929979,-626,-2686,3217,48,-5242,19483
1642929980,-574,-2785,2952,104,-4872,19070
1642929981,-575,-2739,2936,21,-4718,17530
1642929982,-650,-2716,3002,-10,-4668,25180
1642929983,-561,-2664,3225,-5,-4660,17503
1642929984,-702,-2720,3024,-83,-4183,23396
1642929985,-606,-2691,3092,26,-4396,27158
1642929986,-684,-2778,3160,118,-5203,15563
1642929987,-653,-2644,2932,-140,-3152,8968
1642929988,-681,-2802,3033,-230,-2829,23495
1642929989,-653,-2679,3101,-157,-2887,17530
1642929990,-678,-2746,3098,-140,-2948,19092
1642929991,-660,-2741,2978,-85,-2920,19487
1642929992,-654,-2720,2879,-157,-2812,9644
1642929993,-604,-2786,2976,-244,-2876,4886
1642929994,-609,-2708,3123,-236,-2864,11626
1642929995,-613,-2749,3046,-236,-2817,19533
1642929996,-708,-2699,3106,-194,-2800,10940
1642929997,-618,-2737,3149,-141,-2860,21519
1642929998,-563,-2475,2997,-217,-2889,13608
1642929999,-669,-2737,3161,-184,-2770,13010
1642930000,-569,-2733,3045,-320,-2742,13564
1642930001,-608,-2680,3079,-208,-2854,10990
1642930002,-569,-2690,3055,-242,-2781,15583
1642930003,-587,-2776,3110,-290,-2672,9652
1642930004,-629,-2634,3089,-480,-1750,15056
1642930005,-612,-2571,3039,-723,3,-2150
1642930006,-640,-2655,3193,-870,387,5736
1642930007,-654,-2711,3189,-696,-242,11682
1642930008,-637,-2641,3096,-704,-184,11688
1642930009,-598,-2637,2940,-808,34,15606
1642930010,-649,-2682,3198,-888,250,11054
1642930011,-644,-2708,2982,-857,389,-2112
1642930012,-666,-2677,3138,-859,345,13637
1642930013,-573,-2752,2994,-868,451,15612
1642930014,-539,-2720,3056,-950,416,21575
1642930015,-596,-2818,2947,-899,416,9755
1642930016,-610,-2835,3088,-851,354,13645
1642930017,-689,-2839,3345,-837,118,13661
1642930018,-524,-2532,3281,-618,-263,11760
1642930019,-729,-2338,2354,-628,-986,4938
1642930020,-621,-2616,3237,-374,-2655,-98
1642930021,-531,-2019,2900,-488,-2490,-7154
1642930022,-445,-1648,3245,-601,-1504,-1848
1642930023,-614,-1784,2991,-568,-794,-982
1642930024,-671,-2481,3157,-762,-384,5781
1642930025,-641,-2877,3062,-486,-1432,11016
1642930026,-518,-2547,3047,-329,-2439,7703
1642930027,-729,-2945,3156,-432,-2418,21060
1642930028,-625,-2561,3286,-418,-1875,11659
1642930029,-585,-2828,2834,-488,-1208,17146
1642930030,-734,-2665,3165,-480,-1859,11661
1642930031,-499,-2812,3104,-265,-2560,21368
1642930032,-539,-2822,2590,-398,-2600,8944
1642930033,-630,-2796,3265,-612,-1648,11545
1642930034,-574,-3006,3160,-600,-1866,6982
1642930035,-691,-2430,3855,-368,-2554,9601
1642930036,-526,-2721,2982,-260,-2340,6862
1642930037,-549,-2675,3242,-325,-2253,11578
1642930038,-616,-2599,2837,-472,-1508,6998
1642930039,-609,-2852,3139,-558,-1433,15509
1642930040,-511,-2686,2983,-256,-2554,10992
1642930041,-592,-2592,3140,-321,-2814,1751
1642930042,-544,-2882,3261,-151,-3143,21350
1642930043,-713,-2695,2768,-118,-4068,15100
1642930044,-605,-2775,3055,-124,-3880,19448
1642930045,-637,-2684,3480,-96,-3360,21110
1642930046,-618,-2571,3150,-83,-3314,17526
1642930047,-820,-2976,2949,-106,-3816,15528
1642930048,-543,-2826,3153,-104,-3912,21082
1642930049,-561,-3185,3048,-58,-3671,27306
1642930050,-602,-3170,3346,-19,-3861,29244
1642930051,-666,-3542,3043,-130,-4116,17058
1642930052,-551,-2725,2994,-135,-4136,19415
1642930053,-628,-3187,3117,-32,-4132,23054
1642930054,-722,-3399,3348,-15,-4489,17557
1642930055,-668,-3097,3035,-46,-4313,21315
1642930056,-690,-2699,3077,-56,-4134,15020
1642930057,-569,-2674,2980,-67,-4474,21455
1642930058,-549,-2666,3316,-70,-4230,12980
1642930059,-561,-2800,3009,13,-4462,17508
1642930060,-645,-2835,3044,-58,-4222,23462
1642930061,-619,-2771,3105,-96,-3852,15010
1642930062,-569,-2748,3181,-64,-4355,19475
1642930063,-637,-2733,3179,-34,-4644,23096
1642930064,-590,-2750,3137,-32,-5118,15517
1642930065,-630,-2688,2990,34,-3920,17004
1642930066,-618,-2714,3145,-230,-2738,9625
1642930067,-629,-2754,2986,-244,-2668,17497
1642930068,-580,-2730,3056,-288,-2798,10986
1642930069,-671,-2661,3071,-256,-2715,21459
1642930070,-624,-2678,3143,-174,-2668,8948
1642930071,-628,-2746,3107,-174,-2695,9704
1642930072,-560,-2731,3057,-203,-2753,11735
1642930073,-577,-2713,3125,-188,-2722,10986
1642930074,-596,-2748,2985,-164,-2688,11616
1642930075,-556,-2727,3114,-141,-2802,13581
1642930076,-648,-2729,2959,-214,-2680,6914
1642930077,-533,-2704,3057,-285,-2707,9656
1642930078,-600,-2723,3059,-348,-2756,10974
1642930079,-642,-2734,3129,-391,-2748,13610
1642930080,-637,-2707,3093,-333,-2715,17563
1642930081,-616,-2709,3144,-340,-2686,11006
1642930082,-569,-2749,3164,-331,-2641,21525
1642930083,-598,-2695,3165,-218,-2646,13004
1642930084,-540,-2731,3105,-277,-2565,11634
1642930085,-638,-2646,3066,-643,-1076,19554
1642930086,-571,-2636,3067,-760,339,1811
1642930087,-590,-2716,2997,-830,440,15054
1642930088,-580,-2673,3093,-616,-395,15573
1642930089,-614,-2630,3183,-833,-25,13649
1642930090,-536,-2797,3090,-812,327,9675
1642930091,-615,-2752,3060,-799,-62,5746
1642930092,-715,-2604,3114,-731,-7,19541
1642930093,-464,-2760,3046,-868,219,3717
1642930094,-635,-2623,3218,-892,382,13086
1642930095,-681,-2812,3097,-909,349,11686
1642930096,-515,-2826,3168,-769,-17,19490
1642930097,-643,-2713,3002,-349,-2358,15565
1642930098,-647,-3193,3128,-344,-2500,21068
1642930099,-646,-3523,3552,-337,-2848,21166
1642930100,-601,-3577,3219,-300,-2767,15455
1642930101,-700,-3916,3275,-414,-2722,18978
1642930102,-542,-3478,3210,-141,-2897,23210
1642930103,-601,-3107,3053,-146,-3356,16960
1642930104,-625,-2949,3346,23,-3869,25194
1642930105,-603,-2639,2924,44,-4100,11060
1642930106,-630,-2554,3500,-25,-4070,7625
1642930107,-806,-3002,3438,-30,-4230,12878
1642930108,-534,-2440,2675,60,-4322,15470
1642930109,-663,-2120,2630,-36,-4002,5806
1642930110,-482,-1469,2994,68,-3906,-1012
1642930111,-645,-1669,2791,-73,-3475,1949
1642930112,-628,-2089,3485,-142,-3162,-3170
1642930113,-656,-2471,3264,-184,-2982,7749
1642930114,-589,-2901,2914,-87,-2814,15546
1642930115,-545,-3495,2709,-100,-2870,24962
1642930116,-690,-3777,3118,42,-4113,17260
1642930117,-627,-3493,3257,26,-4488,20788
1642930118,-683,-3401,3246,31,-4675,17456
1642930119,-683,-3045,2981,10,-4570,18872
1642930120,-645,-2877,3358,69,-4796,21368
1642930121,-725,-2862,3296,12,-4490,21062
1642930122,-492,-2362,2866,3,-4158,17526
1642930123,-481,-1727,2296,19,-3927,-3950
1642930124,-529,-1954,1494,-252,-3726,-3134
1642930125,650,-2084,1693,-572,-3457,1881
1642930126,1333,-2603,1735,-620,-3408,11046
1642930127,2842,-2431,2494,-482,-3357,11708
1642930128,3868,-2521,2506,-410,-3304,8948
1642930129,2685,-2602,4363,-484,-3343,9685
1642930130,2203,-1591,5045,-366,-3306,8904
1642930131,-100,-2781,4926,17,-3023,7674
1642930132,-580,-2492,2918,-279,-3110,1741
1642930133,-1163,-2609,2232,-410,-3082,-1142
1642930134,-654,-2655,3299,-504,-3019,9629
1642930135,-481,-2973,3102,-298,-3082,18990
1642930136,-773,-2720,3478,-257,-3075,17555
1642930137,-641,-2437,2666,-338,-3106,13016
1642930138,-553,-2490,3012,-215,-3025,17512
1642930139,-295,-2711,3201,-316,-3146,6936
1642930140,-933,-2760,2948,-120,-3886,15546
1642930141,-312,-2831,3023,-172,-4363,27178
1642930142,-828,-2746,3073,-44,-4770,17002
1642930143,-627,-2691,3123,-265,-4710,13645
1642930144,-716,-2718,2347,-206,-4218,14998
1642930145,-552,-2439,3803,-195,-4272,21467
1642930146,-542,-2984,2500,-98,-4944,21030
1642930147,-620,-2610,3320,48,-5205,19415
1642930148,-583,-2710,2797,-15,-5067,21521
1642930149,-568,-2727,3119,-176,-4636,14984
1642930150,-564,-2680,3270,-116,-4670,13509
1642930151,-625,-2704,3149,-81,-4437,27359
1642930152,-609,-2711,3113,-56,-4458,19054
1642930153,-612,-2655,3252,-135,-4258,21488
1642930154,-630,-2714,3133,-126,-4022,13536
1642930155,-688,-2789,3148,-108,-4324,12942
1642930156,-601,-2542,3095,-21,-4390,25402
1642930157,-638,-2656,3141,-358,-2672,13068
1642930158,-617,-2651,3127,-401,-2693,15639
1642930159,-567,-2684,3231,-302,-2788,6978
1642930160,-591,-2709,3019,-298,-2713,19541
1642930161,-648,-2711,3021,-321,-2674,17479
1642930162,-495,-2667,2635,-378,-2692,17074
1642930163,-533,-2706,3170,-550,-2724,11632
1642930164,-565,-2714,3060,-448,-2826,10938
1642930165,-578,-2751,3046,-459,-2744,19469
1642930166,-661,-2698,2938,-382,-2686,19465
1642930167,-631,-2743,3106,-534,-2670,19186
1642930168,-646,-2760,2914,-562,-2711,15569
1642930169,-652,-2730,3175,-586,-2724,4926
1642930170,-536,-2751,3098,-610,-2767,17497
1642930171,-527,-2734,2935,-564,-2746,13020
1642930172,-661,-2695,2970,-568,-2722,7747
1642930173,-654,-2750,3053,-572,-2700,21180
1642930174,-589,-2740,3069,-574,-2704,13036
1642930175,-616,-2743,3062,-539,-2645,19537
1642930176,-622,-2644,3051,-562,-2734,15020
1642930177,-693,-2735,3047,-616,-2693,9638
1642930178,-601,-2711,3121,-574,-2662,10938
1642930179,-625,-2618,3047,-795,-1503,9677
1642930180,-639,-2651,3075,-1045,205,3820
1642930181,-676,-2682,3137,-1062,532,17106
1642930182,-710,-2781,3317,-987,-320,17506
1642930183,-664,-2752,3306,-804,27,7753
1642930184,-584,-2687,2989,-968,110,6960
1642930185,-468,-2571,3687,-915,321,17584
1642930186,-667,-2853,2800,-872,426,17565
1642930187,-719,-2763,3329,-884,496,7753
1642930188,-554,-2689,2944,-876,560,9695
1642930189,-621,-2852,3155,-878,484,19405
1642930190,-720,-3054,3328,-802,-424,9002
1642930191,-556,-3013,2911,-409,-2854,7635
1642930192,-564,-2728,2386,-242,-3182,8862
1642930193,-765,-2677,3082,-354,-3064,15555
1642930194,-542,-2508,3855,-332,-2774,15024
1642930195,-615,-2816,3410,-360,-2523,9681
1642930196,-491,-2720,2710,-298,-2257,13575
1642930197,-666,-2585,2850,-272,-2402,13014
1642930198,-555,-2766,3225,-436,-2542,11665
1642930199,-570,-2567,3303,-267,-2509,7602
1642930200,-546,-2831,2382,-258,-2490,19016
1642930201,-685,-2752,2879,-374,-2579,13637
1642930202,-613,-2770,3460,-344,-2540,10890
1642930203,-847,-3148,3421,-327,-2744,23354
1642930204,-611,-3841,2824,-372,-2894,26994
1642930205,-546,-3592,3142,-316,-3044,25231
1642930206,-180,-3603,2832,-234,-3201,23200
1642930207,712,-3254,1971,-152,-3818,12882
1642930208,1605,-3120,1906,-287,-3940,17545
1642930209,1924,-2866,3392,-234,-4240,8794
1642930210,1433,-2209,4498,-67,-4057,21509
1642930211,538,-2417,4330,-112,-3783,15594
1642930212,-398,-2906,3527,-54,-3962,23313
1642930213,-803,-2664,2354,-8,-4288,21092
1642930214,-500,-2490,2845,-217,-4012,17460
1642930215,-727,-2891,2815,-184,-4026,14994
1642930216,-766,-2794,3141,-329,-4268,19477
1642930217,-587,-2721,3523,-155,-4179,19432
1642930218,-392,-2504,3160,-52,-4160,21138
