1642966088,-463,-2974,2948,512,-4992,32512
1642966089,-974,-2504,3502,297,-5243,24150
1642966090,-459,-3138,3055,128,-5147,27316
1642966091,-310,-3099,3427,1027,-5216,27367
1642966092,-355,-2994,3435,3364,-5313,29168
1642966093,-366,-3003,3275,3828,-5432,15881
1642966094,-340,-2689,3396,3726,-5484,20954
1642966095,-376,-3001,3326,3713,-5354,15418
1642966096,-362,-2779,3358,3640,-5467,19302
1642966097,-648,-3180,3328,3542,-5522,14848
1642966098,-393,-2804,3370,3649,-5368,11370
1642966099,-446,-3415,3069,3542,-5648,6626
1642966100,-517,-2580,3600,3436,-5533,3675
1642966101,-277,-3120,3145,3402,-5484,20708
1642966102,-297,-2535,3247,3155,-5630,19324
1642966103,-573,-2516,3389,1311,-5407,19339
1642966104,-794,-2883,3248,172,-4995,13397
1642966105,-430,-3659,2905,100,-5288,13484
1642966106,-217,-2712,3420,738,-5536,11409
1642966107,-449,-2533,3299,1309,-5430,11401
1642966108,-517,-2424,3359,705,-5249,5414
1642966109,-571,-3231,3239,50,-5327,7327
1642966110,-435,-2661,3338,54,-5061,1695
1642966111,-582,-2857,3091,32,-5263,9503
1642966112,-525,-2663,3587,106,-5244,7709
1642966113,-711,-2500,3105,-5,-4900,7425
1642966114,-566,-3624,2499,15,-5335,13498
1642966115,-238,-2314,4059,65,-5106,7693
1642966116,-427,-2777,2558,34,-5443,7282
1642966117,-1250,-2707,3041,36,-5120,15352
1642966118,-435,-2613,2443,-21,-4997,11211
1642966119,-864,-3518,2768,-242,-5317,19167
1642966120,-415,-2786,3273,-133,-5028,9650
1642966121,-545,-1880,3556,-96,-4747,9549
1642966122,-566,-3293,3228,-24,-5264,8257
1642966123,-474,-2399,3490,-556,-4968,6796
1642966124,-809,-2985,3374,-576,-4939,5727
1642966125,-346,-3503,3468,-656,-5034,6832
1642966126,-498,-3058,3770,-1695,-5021,-15
1642966127,-524,-2131,4175,-1472,-4952,7000
1642966128,-404,-3090,3146,-888,-4900,13597
1642966129,-931,-3310,2827,-1200,-4936,12954
1642966130,-220,-2031,3619,-1066,-4796,15408
1642966131,-829,-3357,3062,-1438,-4914,17062
1642966132,-555,-3305,3373,-1605,-4813,17345
1642966133,-611,-3293,3298,-1606,-4904,16896
1642966134,-538,-2166,3327,-1830,-4916,9555
1642966135,-615,-2458,3481,-2092,-4928,10920
1642966136,-612,-2469,3304,-2179,-4718,15414
1642966137,-574,-2850,2981,-2626,-4648,15110
1642966138,-564,-2763,3250,-2689,-4697,23439
1642966139,-570,-2740,3132,-3046,-4558,17090
1642966140,-551,-2815,3252,-2761,-4530,15480
1642966141,-635,-2911,3198,-2576,-4632,12956
1642966142,-549,-3694,3051,-1437,-4722,7681
1642966143,-443,-2293,3377,384,-4920,19407
1642966144,-593,-2710,3258,246,-4962,17446
1642966145,-530,-2623,3321,269,-4836,29313
1642966146,-558,-2928,3184,160,-4924,19409
1642966147,-583,-2858,3203,184,-4804,21074
1642966148,-567,-2629,3362,176,-4848,19461
1642966149,-551,-2811,3207,174,-4798,25120
1642966150,-576,-2892,3205,277,-4792,19465
1642966151,-567,-2470,3246,336,-4826,29220
1642966152,-706,-3124,3051,287,-4739,29236
1642966153,-329,-2685,3476,234,-4852,25102
1642966154,2199,-3890,5415,909,-5061,27081
1642966155,-293,-3068,3073,1024,-5253,31183
1642966156,-486,-2775,3231,956,-5332,29182
1642966157,-556,-2834,3173,1052,-5354,25162
1642966158,-570,-2920,3162,925,-5242,25280
1642966159,-712,-2776,3224,1033,-5251,27291
1642966160,-487,-2814,3167,994,-5306,23044
1642966161,-520,-2799,3191,992,-5261,31286
1642966162,-593,-2768,3254,986,-5292,31182
1642966163,-441,-3385,3357,1821,-5377,25297
1642966164,-241,-3249,3274,4228,-5698,29058
1642966165,616,-4347,964,4574,-5628,22690
1642966166,-280,-2006,2088,3644,-5556,23263
1642966167,-578,-3017,3247,3520,-5697,15416
1642966168,-606,-3202,3298,3422,-5564,29118
1642966169,-652,-3019,3268,3413,-5971,25254
1642966170,-424,-3040,3253,3568,-5746,16902
1642966171,-542,-2486,3190,3525,-6054,13397
1642966172,-603,-2938,3171,3402,-5762,14960
1642966173,-337,-2441,3126,2412,-5843,17322
1642966174,-777,-2413,3195,1912,-5528,14998
1642966175,-314,-2980,3048,1134,-5376,3646
1642966176,-494,-2802,3490,856,-5596,12836
1642966177,-329,-2640,3112,1115,-5684,3725
1642966178,-723,-2842,3267,204,-5492,14738
1642966179,-443,-2754,3495,-60,-5306,7676
1642966180,-578,-2614,3490,-100,-5356,7664
1642966181,-573,-2582,3213,-15,-5197,17373
1642966182,-492,-3470,3450,-26,-5434,2772
1642966183,-606,-2785,3310,-48,-5286,13358
1642966184,-420,-2911,3178,-13,-5509,13453
1642966185,-614,-2590,3334,762,-5250,746
1642966186,-637,-2934,3174,1084,-5540,15443
1642966187,-706,-2944,3213,1378,-5358,12850
1642966188,-661,-2869,3310,1667,-5325,11494
1642966189,-328,-2527,2844,738,-5604,8788
1642966190,-791,-2738,3324,5,-5434,7441
1642966191,-546,-2748,3302,-17,-5418,11584
1642966192,-581,-2708,3082,-30,-5256,12822
1642966193,-623,-3044,3360,-147,-5308,11426
